time,mag,magerr,band
59017.25562500022,20.94070053100586,0.3279170095920563,R
59017.30255790008,21.25180053710937,0.3438970148563385,g
59023.19748840016,19.66705894470215,0.1294049173593521,R
59023.2358448999,19.615575790405277,0.1414620131254196,g
59024.2496181,19.438989639282227,0.1076825708150863,R
59026.23296299996,18.99671173095703,0.0999323651194572,g
59032.24971059989,18.833051681518555,0.1165994256734848,R
59032.363576400094,18.62073135375977,0.0937889367341995,g
59038.21366900019,18.65554428100586,0.0754955559968948,R
59041.212187500205,18.370437622070312,0.069872960448265,g
59041.255312500056,18.565895080566406,0.0700276866555213,R
59044.19553240016,18.332035064697266,0.0752105563879013,g
59047.21486110008,18.48879814147949,0.0648418962955474,R
59050.19357640017,18.389123916625977,0.0527419485151767,g
59057.17386570014,18.52974319458008,0.0635945275425911,R
59057.25710650021,18.421241760253903,0.0756016373634338,g
59063.18174770009,18.56568145751953,0.1032924056053161,R
59066.1961110998,18.560686111450195,0.0735028386116027,g
59067.182685200125,18.68023109436035,0.0681767985224723,R
59069.18218749994,18.712799072265625,0.0899059996008873,g
59069.20336809987,18.68852996826172,0.0766848996281623,R
59071.213414399885,18.76984024047852,0.0837401375174522,g
59072.17730320012,18.698627471923828,0.0786849707365036,R
59072.21317130001,18.782859802246094,0.0975100919604301,g
59073.18498839997,18.72487068176269,0.087804414331913,R
59073.22811339982,18.81712913513184,0.0790572464466095,g
59095.166759300046,19.27251434326172,0.13505819439888,R
59095.18673609989,19.48401641845703,0.2167856991291046,g
