time,mag,magerr,band
59874.20976850018,20.413799285888672,0.2316929996013641,g
59877.337187500205,19.155799865722656,0.102472998201847,R
59879.33089119988,18.96299934387207,0.092859998345375,g
59881.27303239983,18.536300659179688,0.0637720003724098,R
59883.25043979986,18.046600341796875,0.0524620003998279,g
59894.27365740016,17.486499786376953,0.0481729991734027,R
59896.23431710014,17.562999725341797,0.0484680011868476,g
59896.28575230017,17.546100616455078,0.0432999990880489,R
59897.150578700006,17.611600875854492,0.0456519983708858,g
59899.17445599986,17.669300079345703,0.0678920000791549,R
59900.19479170023,17.900800704956055,0.1146270036697387,g
59902.19071759982,17.773399353027344,0.0623719990253448,R
59904.16979169985,18.0575008392334,0.0565420016646385,g
59904.19017359987,17.80699920654297,0.0565659999847412,R
59906.18939810013,18.17799949645996,0.0615039989352226,g
59910.1716781999,18.134899139404297,0.0629400014877319,R
59910.21170140011,18.486900329589844,0.0771989971399307,g
59913.16811340023,18.385900497436523,0.0742809996008873,R
59922.152303200215,19.73360061645508,0.3009569942951202,g
59928.14920140011,19.458202362060547,0.2123168855905532,R
