time,mag,magerr,band
59036.20806710003,19.887699127197266,0.2580739855766296,g
59037.20253469981,19.33639907836914,0.2228150069713592,R
59037.24402779993,20.06430053710937,0.2986029982566833,g
59038.21690970007,19.370132446289062,0.1350076496601104,R
59039.20458329981,19.61365509033203,0.1273227035999298,g
59039.24164350005,19.240407943725582,0.1335946321487426,R
59040.241215299815,19.620851516723636,0.1153454184532165,g
59040.28278939985,19.071510314941406,0.1124550774693489,R
59041.20462960005,19.42494010925293,0.1462828367948532,g
59042.239467599895,18.825876235961918,0.0948805063962936,R
59043.22277780017,19.3011531829834,0.1103947907686233,g
59046.20511570014,18.51229286193848,0.0792687237262725,R
59049.304236100055,19.19993019104004,0.1120536476373672,g
59052.26751160016,18.442625045776367,0.0576895922422409,R
59052.30790509982,19.330303192138672,0.1270617991685867,g
59055.2489120001,18.35574722290039,0.0813829600811004,R
59055.30770830018,19.51066017150879,0.1574089378118515,g
59066.246875000186,18.947385787963867,0.1381178647279739,R
