time,mag,magerr,band
59783.4243402998,20.3882999420166,0.2863779962062835,g
59783.46380789997,20.151599884033203,0.2227099984884262,R
59785.45429399982,19.6737003326416,0.1339180022478103,g
59787.433923599776,19.380599975585938,0.081045001745224,R
59787.45549769979,19.31410026550293,0.1064380034804344,g
59793.40056709992,18.88710021972656,0.0759709998965263,R
59800.3820369998,18.528499603271484,0.1330070048570633,g
59800.45349540003,18.92140007019043,0.0676139965653419,R
59802.435925900005,19.06629943847656,0.1326189935207367,g
59806.40123840002,19.12739944458008,0.1282889991998672,R
59810.40151620004,19.7716007232666,0.251008003950119,g
59813.44193289988,19.487199783325195,0.0984530001878738,R
59815.45562499994,20.03190040588379,0.1344510018825531,g
59815.47557870019,19.573299407958984,0.0861029997467994,R
59817.443935200106,20.20599937438965,0.2106910049915313,g
59817.46390049998,19.55279922485352,0.1395429968833923,R
59822.44188660011,20.85059928894043,0.4484130144119262,g
59824.380381899886,19.721799850463867,0.1092490032315254,R
59824.43679400021,20.47610092163086,0.2103219926357269,g
59843.414456000086,20.589599609375,0.1892430037260055,R
59846.395092600025,21.077899932861328,0.303393006324768,g
59846.41089119995,20.614879608154297,0.1971289217472076,R
