time,mag,magerr,band
59726.19908560021,20.28972816467285,0.1742662042379379,R
59731.20430559991,18.610546112060547,0.0830550864338874,g
59736.18762730016,18.16835021972656,0.0555137656629085,R
59738.18430559989,17.93944549560547,0.0588784776628017,g
59738.2396296002,18.128395080566406,0.0621499978005886,R
59740.26648150012,18.002281188964844,0.0614364109933376,g
59742.26326389983,18.072586059570312,0.0666104704141616,R
59747.30439809989,18.312726974487305,0.0760576874017715,g
59749.206701400224,18.505908966064453,0.0828346461057663,R
59749.23917819979,18.453731536865234,0.065256156027317,g
