time,mag,magerr,band
58771.32751160022,19.042499542236328,0.2649259865283966,R
58772.18868059991,18.99020004272461,0.1605779975652694,g
58774.23434029985,18.672199249267575,0.0930970013141632,R
58775.184652800206,18.68589973449707,0.0922690033912658,g
58775.19190970017,18.73189926147461,0.1003519967198371,R
58778.1865393999,18.392200469970703,0.0634030029177665,g
58778.31596060004,18.44529914855957,0.0995759963989257,R
58789.205613399856,18.335599899291992,0.0791110023856163,g
58792.14740739996,18.09429931640625,0.0658330023288726,R
58796.1883911998,18.866300582885746,0.2342569977045059,g
58796.297546300106,18.07229995727539,0.1420679986476898,R
58800.17358799977,19.1156005859375,0.2000640034675598,g
58803.233622699976,18.787900924682617,0.1067880019545555,R
58812.140729200095,19.933900833129883,0.1743829995393753,g
58833.070787,19.22907829284668,0.1751013249158859,R
