time,mag,magerr,band
59850.23343749996,19.07270050048828,0.1795109957456588,R
59850.38006940018,19.80909919738769,0.1783179938793182,g
59852.27488429984,18.44409942626953,0.0881420001387596,R
59856.25302080018,18.005800247192383,0.0771659985184669,g
59858.27704859991,17.665199279785156,0.0657299980521202,R
59862.22670139978,17.629899978637695,0.0785939991474151,g
59862.2832986,17.39620018005371,0.0650269985198974,R
59866.227291699965,17.6653995513916,0.049635000526905,g
59871.19894680008,17.611000061035156,0.0582709982991218,R
59871.22833329998,17.9906005859375,0.0588859990239143,g
59873.18407410011,17.797199249267578,0.0615359991788864,R
59877.23343749996,18.61090087890625,0.0961280018091201,g
59879.2546064998,18.06550025939941,0.0883670002222061,R
59883.248055600096,19.09289932250977,0.0939500033855438,g
59914.12990739988,19.28834724426269,0.1626249402761459,R
