time,mag,magerr,band
59503.22106479993,19.24991798400879,0.1129363030195236,g
59503.25428240001,19.21006393432617,0.1568432599306106,R
59505.200000000186,19.17534828186035,0.1385984122753143,g
59505.24454860017,18.99362564086914,0.1269634217023849,R
59517.19790509995,19.54302406311035,0.1095402836799621,g
59520.24531249981,19.197406768798828,0.0732464492321014,R
59520.30612270022,19.699878692626957,0.0864329859614372,g
59522.20142359985,19.16119766235352,0.0786573812365531,R
59522.24761570012,19.713348388671875,0.093583308160305,g
59524.23706019996,19.27521705627441,0.0826128348708152,R
59524.326481500175,19.840639114379883,0.1079107224941253,g
59526.15444440022,19.272157669067383,0.0817620977759361,R
59526.22478009993,19.82032585144043,0.1002603992819786,g
59531.154050900135,19.158077239990234,0.1674968153238296,R
59531.34121529991,20.099136352539062,0.1892991811037063,g
59538.240810200106,19.41328811645508,0.1658858656883239,R
59542.11091439985,20.178525924682617,0.1931445747613906,g
59542.16947920015,19.37354850769043,0.0998821854591369,R
