time,mag,magerr,band
58556.47998839989,20.924999237060547,0.3104569911956787,g
58560.4389698999,19.80470085144043,0.1976699978113174,R
58572.38071760023,18.270000457763672,0.0784680023789405,g
58572.45776619995,18.01729965209961,0.0561150014400482,R
58575.33523150021,18.11009979248047,0.0521840006113052,g
58575.37619209988,17.84760093688965,0.1214369982481002,R
58580.45746529987,18.132200241088867,0.0664929971098899,g
58583.35140050016,17.806900024414062,0.0636190026998519,R
58583.39692129986,18.28689956665039,0.0685269981622695,g
58592.35839120019,18.44029998779297,0.2038909941911697,R
58592.454490699805,18.88450050354004,0.1973190009593963,g
58596.33152779983,18.370399475097656,0.0798489972949028,R
58596.44026619988,19.46419906616211,0.2156649976968765,g
58597.38013890013,18.392799377441406,0.0763550028204917,R
58597.46116899978,19.53709983825684,0.1513919979333877,g
58606.35744210007,18.783899307250977,0.0924009978771209,R
58608.3156365999,19.85709953308105,0.1465449929237365,g
58608.33784720022,18.799699783325195,0.1033189967274665,R
58612.29465280008,20.2185001373291,0.1739210039377212,g
58612.33696760005,18.976600646972656,0.1082950010895729,R
58616.27462959988,20.09410095214844,0.2383899986743927,g
58632.303888900205,19.33830070495605,0.1082359999418258,R
58635.21328700008,20.407899856567383,0.2144279927015304,g
58638.27096060012,19.430500030517575,0.1088119968771934,R
58641.22989579989,20.18670082092285,0.3487760126590729,g
58641.2751042,19.557300567626957,0.1304479986429214,R
58644.20987269981,20.36319923400879,0.2949329912662506,g
58650.25415509986,19.46839904785156,0.2752699851989746,R
58657.211458299775,20.92250061035156,0.2730720043182373,g
58663.19109949982,19.924400329589844,0.1990139931440353,R
58663.21270829998,20.69910049438477,0.2692649960517883,g
58669.1842939998,19.93498039245605,0.1796995848417282,R
